facine3,renthog,renthog1,bage,homeowner,worker,young,sex,class,actreales,riquezanet,sv_year
245.685017821063,16064,Low,75,Non-Owner,Non-Worker,Not-Young,Women,inactive,0,5920.6,2008
2189.55218625421,9036,Low,75,Homeowner,Worker,Not-Young,Women,inactive,180304,180504,2008
283.987496337823,12750.1976,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,retired,120000,135000,2008
1791.6379372972,25903.2,Middle,54-65,Non-Owner,Worker,Not-Young,Women,worker,0,3200,2008
3266.86878029077,5522,Low,75,Homeowner,Worker,Not-Young,Man,retired,150253,150253,2008
760.15807055046,93224.2112,High,65-75,Homeowner,Worker,Not-Young,Women,retired,572996,705555.2,2008
1070.02483938146,67117.4,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,646784.2,848279,2008
2300.07975677811,12035.7512,Low,75,Homeowner,Non-Worker,Not-Young,Man,retired,162273,412273,2008
4487.78615038575,35875.7312,Middle,35-44,Homeowner,Worker,Not-Young,Man,manager,240405,245976.4,2008
7.08217230237814,18187.2592,Low,75,Homeowner,Worker,Not-Young,Man,retired,251269.4,258171.4,2008
327.357400101105,69796.6744,Middle,45-54,Non-Owner,Worker,Not-Young,Man,worker,0,202789,2008
4672.50946810892,30545.0936,Middle,54-65,Homeowner,Worker,Not-Young,Women,inactive,300446,499567,2008
97.7593449754166,45050.2832,Middle,75,Homeowner,Worker,Not-Young,Man,retired,1031817,1034257.6,2008
144.922809970269,21549.0528,Middle,75,Homeowner,Worker,Not-Young,Man,retired,220567.6,223767.6,2008
3123.32225467977,38955.2,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,698375.8,774405.8,2008
50.795096606033,49289.7736,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,134304,132604,2008
9824.43525710473,0,Low,0-34,Non-Owner,Worker,Young,Women,inactive,0,1000,2008
1473.46328622661,14822.4536,Low,75,Homeowner,Worker,Not-Young,Man,retired,72121,78326,2008
4944.78778083354,64256,Middle,0-34,Homeowner,Worker,Young,Women,worker,130223,130723,2008
40132.1121508386,63329.7096,Middle,0-34,Homeowner,Worker,Young,Man,worker,265000,280496,2008
2595.07284086781,47046.6368,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,390658,501427.2,2008
5559.94484387962,7028,Low,65-75,Homeowner,Worker,Not-Young,Women,inactive,48081,33601,2008
4034.96164640555,90360,High,45-54,Homeowner,Worker,Not-Young,Women,manager,1177713.7,2075250.7,2008
40.7735421502457,66876.44,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,1051769,1249424,2008
3349.9685114973,36471.7056,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,240405,260405,2008
733.354470551591,36420.7024,Middle,0-34,Homeowner,Worker,Young,Man,worker,232688,244658,2008
119.612435751442,79115.2,Middle,65-75,Non-Owner,Worker,Not-Young,Man,retired,8079000,8626283.6,2008
895.525307505987,284953.272,High,54-65,Homeowner,Worker,Not-Young,Man,worker,1562631,2143223.2,2008
144.501967982516,11445.6,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,420709,440709,2008
4699.51716421711,16264.8,Low,45-54,Homeowner,Worker,Not-Young,Man,retired,66111,58711,2008
10080.2217241845,43921.7872,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,168283,258521.2,2008
3467.49172715223,40812.6,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,266374.2,280374.2,2008
36.8373535947162,69175.6,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,inactive,2354770,2393770,2008
2968.51162410313,46184,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,120202,118002,2008
1746.1633925501,47678.5544,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,490000,462754,2008
2988.77187146837,78814,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,800607,1313602,2008
376.670908037299,27108,Middle,35-44,Non-Owner,Non-Worker,Not-Young,Man,self-employed,0,662000,2008
140.888706885265,28885.08,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,719194,905497,2008
4170.35410094275,13945.56,Low,65-75,Homeowner,Worker,Not-Young,Women,inactive,150253,151556,2008
187.080240417409,19056.5224,Low,54-65,Non-Owner,Worker,Not-Young,Women,worker,0,4765.2,2008
3123.47086966536,17803.3296,Low,35-44,Homeowner,Worker,Not-Young,Women,inactive,180304,186939.2,2008
2634.9114636439,52208,Middle,54-65,Homeowner,Non-Worker,Not-Young,Women,capitalist,230253,555253,2008
22.7466144526922,297184,High,54-65,Homeowner,Non-Worker,Not-Young,Man,capitalist,1650000,13390000,2008
1845.57625439769,68354.328,Middle,75,Homeowner,Worker,Not-Young,Man,retired,6e+05,637663.2,2008
201.465790190281,90309.8,High,75,Homeowner,Worker,Not-Young,Man,retired,555936.5,1769960.5,2008
190.818582933666,135066.5136,High,54-65,Homeowner,Worker,Not-Young,Women,worker,1409503.6,1424029.4,2008
1439.31457052117,23650.224,Middle,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,184264,171364,2008
2517.2671253158,36194.2,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,126213,128513,2008
66.3293319299385,61545.2,Middle,54-65,Homeowner,Worker,Not-Young,Man,self-employed,3700000,3750000,2008
3006.91369508522,51978.4856,Middle,35-44,Homeowner,Worker,Not-Young,Women,inactive,222405,237405,2008
100.363905593092,123608.0624,High,65-75,Homeowner,Worker,Not-Young,Women,retired,8414474,11571059,2008
73.7229105053588,32299.2824,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,1034822.6,1100292.2,2008
423.539180533792,16875.4328,Low,75,Homeowner,Non-Worker,Not-Young,Women,retired,258163.4,260694.6,2008
3279.8019224612,45180,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,120202,162273,2008
45.785793239992,26555.8,Middle,65-75,Non-Owner,Non-Worker,Not-Young,Man,retired,16600,62661,2008
2175.27883860317,7028,Low,75,Non-Owner,Worker,Not-Young,Women,inactive,0,600,2008
31.4464670989581,150600,High,54-65,Homeowner,Worker,Not-Young,Man,worker,601012,924163,2008
13.7336170109221,131390.468,High,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,2640087.6,4066755.6,2008
3090.38797858486,12489.76,Low,75,Non-Owner,Non-Worker,Not-Young,Man,retired,0,-214,2008
1885.31130592506,43774.4,Middle,75,Homeowner,Worker,Not-Young,Man,retired,649092,697173,2008
237.35657446169,30120,Middle,45-54,Homeowner,Non-Worker,Not-Young,Man,self-employed,84722.54,104339.14,2008
1369.91564426899,21887.2,Middle,35-44,Non-Owner,Worker,Not-Young,Women,worker,90000,93000,2008
2128.73723817239,12612.248,Low,75,Homeowner,Worker,Not-Young,Man,retired,141238,276440,2008
382.453428600587,48009.272,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,1231669,1319525.4,2008
4935.03078440155,68448.1016,Middle,35-44,Homeowner,Worker,Not-Young,Women,capitalist,215162,385204,2008
11293.0380885685,21686.4,Middle,35-44,Non-Owner,Worker,Not-Young,Man,worker,0,-4000,2008
1101.19502532151,16064,Low,54-65,Homeowner,Worker,Not-Young,Man,worker,187425,196425,2008
2031.0393276721,7228.8,Low,75,Homeowner,Worker,Not-Young,Man,retired,120202,120702,2008
53.5220848651637,141191.3152,High,65-75,Homeowner,Worker,Not-Young,Man,retired,2410886.04,4637755.84,2008
123.952864170083,16064,Low,65-75,Homeowner,Worker,Not-Young,Women,retired,540911,580358.4,2008
2181.68384012385,12058.04,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,capitalist,270455,325725,2008
119.612435751442,54174.2336,Middle,75,Homeowner,Worker,Not-Young,Man,retired,691501.2,806885.8,2008
64.0269369769017,50802.4,Middle,45-54,Homeowner,Worker,Not-Young,Man,capitalist,2600000,9459283.2,2008
4211.71970806613,42168,Middle,35-44,Homeowner,Worker,Not-Young,Man,self-employed,124354,149354,2008
2298.9350822266,12650.4,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,212945.6,214159.8,2008
150.838281900887,56225.8072,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,1129903,1189594.2,2008
1694.48890222413,67436.0696,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,510860,961878.2,2008
8172.34670845353,19076,Low,45-54,Non-Owner,Worker,Not-Young,Women,worker,0,-345,2008
2611.66765022305,13482.5152,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,54091,60191,2008
127.306250004024,18084.2488,Low,75,Non-Owner,Non-Worker,Not-Young,Man,retired,64820.2,96320.2,2008
2462.3932311916,7228.8,Low,35-44,Homeowner,Worker,Not-Young,Women,worker,180304,180804,2008
266.672560207998,110440,High,54-65,Homeowner,Worker,Not-Young,Women,worker,931568,1035761.2,2008
5011.17396923392,3714.8,Low,75,Homeowner,Worker,Not-Young,Women,retired,42071,42371,2008
2593.55548448197,8427.576,Low,45-54,Non-Owner,Worker,Not-Young,Man,worker,0,934,2008
9809.29753912048,28759.3792,Middle,54-65,Homeowner,Worker,Not-Young,Women,inactive,408689,413811,2008
1778.45718027625,18453.52,Low,65-75,Homeowner,Worker,Not-Young,Women,retired,267450.5,277609.5,2008
2124.35844710427,16256.768,Low,65-75,Homeowner,Worker,Not-Young,Women,inactive,192325,168285,2008
157.303457357205,183230,High,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,11170307,18623888.6,2008
410.178647825271,58232,Middle,45-54,Homeowner,Worker,Not-Young,Man,retired,829396.5,808396.5,2008
248.368743122477,18875.2,Low,54-65,Homeowner,Worker,Not-Young,Women,inactive,270456,272456,2008
4528.15612629822,33935.2,Middle,0-34,Non-Owner,Worker,Young,Man,worker,80000,101500,2008
3154.76162791754,44477.2,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,300506,323107,2008
222.411268901946,56636.8448,Middle,54-65,Non-Owner,Worker,Not-Young,Man,manager,0,39000,2008
1418.24994737259,71857.284,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,self-employed,691164,1198713.4,2008
3042.64389052736,20381.2,Middle,45-54,Homeowner,Non-Worker,Not-Young,Women,inactive,168283,172283,2008
3100.09385090893,24698.4,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,240405,55101,2008
3669.25828363726,13337.3368,Low,75,Non-Owner,Worker,Not-Young,Women,retired,0,33000,2008
50.595280786325,27268.64,Middle,75,Homeowner,Worker,Not-Young,Women,inactive,841417,1376353.6,2008
1189.10399282475,166897.5304,High,54-65,Homeowner,Worker,Not-Young,Man,self-employed,535876.8,745403.4,2008
45.2122392053848,16625.0352,Low,75,Homeowner,Worker,Not-Young,Man,retired,601012,901012,2008
10.9225762063426,175471.8912,High,45-54,Homeowner,Worker,Not-Young,Women,capitalist,3934089.8,37778900.4,2008
10437.0669131724,25100,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,229587,316714,2008
2476.99415074496,26104,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,180354,222415,2008
57.2964814297876,20787.82,Middle,75,Homeowner,Non-Worker,Not-Young,Women,inactive,1171772,1268611.8,2008
4328.91061644358,23493.6,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,139000,186672,2008
3172.05416748277,17867.184,Low,54-65,Homeowner,Worker,Not-Young,Man,inactive,180354,186354,2008
1042.66093732095,27172.256,Middle,75,Homeowner,Worker,Not-Young,Man,retired,240000,247400,2008
11369.3038463336,32178.2,Middle,35-44,Non-Owner,Worker,Not-Young,Man,worker,0,18000,2008
480.039622434163,11445.6,Low,75,Homeowner,Worker,Not-Young,Man,retired,360607,382107,2008
2344.2634238022,35642,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,-12021,-20521,2008
153.699584608598,18102.12,Low,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,950000,1181200,2008
651.245013298919,40360.8,Middle,35-44,Non-Owner,Worker,Not-Young,Women,worker,240405,258405,2008
1124.1531007254,45882.8,Middle,35-44,Homeowner,Non-Worker,Not-Young,Man,capitalist,1014152,1741024.8,2008
4232.76049954613,52473.8592,Middle,35-44,Homeowner,Worker,Not-Young,Man,manager,68000,79000,2008
4316.10741318152,71195.648,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,420506,463506,2008
7719.3797513871,13052,Low,35-44,Non-Owner,Worker,Not-Young,Man,worker,0,240,2008
2480.8126347325,30559.5512,Middle,45-54,Homeowner,Worker,Not-Young,Man,self-employed,20000,140159.8,2008
93.1018501782339,11044,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,180304,198760,2008
3179.95772705973,23754.64,Middle,45-54,Homeowner,Worker,Not-Young,Man,retired,34558.25,83839.25,2008
48.524583629587,54537.28,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,5136478,5406478,2008
1898.00960262483,40172.048,Middle,35-44,Non-Owner,Non-Worker,Not-Young,Man,self-employed,204404,631819.6,2008
1577.88254126676,83372.16,High,45-54,Homeowner,Worker,Not-Young,Man,worker,205658,215980.6,2008
188.272209238104,43578.62,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,330556,402056,2008
194.227439010133,26222.0704,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,1141417,1529417,2008
3679.43973434606,22278.76,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,180304,267459,2008
881.086475946,145312.7352,High,54-65,Homeowner,Worker,Not-Young,Man,worker,480810,672528,2008
2845.39734875276,16766.8,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,240405,359087,2008
6128.32585956332,19678.4,Low,35-44,Homeowner,Worker,Not-Young,Women,worker,16366.2,18066.2,2008
125.133912928207,139826.6784,High,45-54,Non-Owner,Worker,Not-Young,Women,capitalist,768789,1891076.8,2008
423.539180533792,25473.0864,Middle,65-75,Homeowner,Worker,Not-Young,Women,retired,827372.6,890572.6,2008
350.090323798923,49396.8,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,1057781,1145081,2008
3428.69032031638,10040,Low,75,Non-Owner,Worker,Not-Young,Man,retired,0,114712,2008
4200.9030025698,3212.8,Low,0-34,Non-Owner,Worker,Young,Women,worker,0,25500,2008
21.3229593447708,192789.6864,High,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,3545971,7140722.4,2008
2490.60206515104,51248.7784,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,83253,88253,2008
339.498998460416,16927.44,Low,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,601012,607012,2008
4913.89389992113,48315.492,Middle,0-34,Homeowner,Worker,Young,Man,worker,240000,247200,2008
265.061410227402,19201.0984,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,210354,240405,2008
3936.13338046946,30120,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,470820,473320,2008
2420.42072102051,20725.572,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,240405,265405,2008
3919.25785765802,3855.36,Low,75,Homeowner,Non-Worker,Not-Young,Women,retired,120202,121396.8,2008
82.6630746688247,32730.4,Middle,75,Homeowner,Non-Worker,Not-Young,Women,inactive,460000,477000,2008
3901.38284708219,13614.24,Low,54-65,Homeowner,Worker,Not-Young,Man,worker,120000,121866,2008
4865.64533514828,18749.7,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,204344,203344,2008
427.16538906415,20873.9632,Middle,35-44,Homeowner,Worker,Not-Young,Women,inactive,721214,732945.8,2008
5566.32056029388,22248.64,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,165278,196216.4,2008
196.729381820078,47983.168,Middle,75,Homeowner,Worker,Not-Young,Man,retired,338845.4,465750.4,2008
107.946481354541,19076,Low,75,Homeowner,Worker,Not-Young,Man,retired,240405,343486,2008
175.289945545218,45151.2856,Middle,65-75,Non-Owner,Non-Worker,Not-Young,Women,inactive,691164,1117246.4,2008
42.728803042405,21284.8,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,250000,351000,2008
1243.76518894011,41967.2,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,270607,294331,2008
7901.77383023442,0,Low,45-54,Homeowner,Worker,Not-Young,Man,worker,138263.4,138263.4,2008
97.7593449754166,26104,Middle,75,Non-Owner,Non-Worker,Not-Young,Man,retired,15025.25,216025.25,2008
448.252782110123,38382.1168,Middle,35-44,Homeowner,Worker,Not-Young,Man,inactive,1080715,1084715,2008
259.938804515934,26104,Middle,75,Homeowner,Worker,Not-Young,Women,retired,661113,679113,2008
5332.31685143007,18072,Low,0-34,Non-Owner,Worker,Young,Man,worker,0,-100,2008
1303.42465794822,46550.6608,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,480809,529809,2008
4503.12097469972,18774.8,Low,45-54,Non-Owner,Worker,Not-Young,Man,worker,240405,332605,2008
1308.27159782116,37954.0112,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,268706.4,287938.4,2008
10910.4203947311,4819.2,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,120202,120202,2008
193.522281482882,27559.8,Middle,35-44,Homeowner,Non-Worker,Not-Young,Man,capitalist,150000,356800,2008
7002.25555762676,8835.2,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,72121,98121,2008
30.6184667139399,427208.024,High,45-54,Homeowner,Non-Worker,Not-Young,Man,capitalist,1564689.4,8844363.4,2008
498.331004494433,19739.0416,Low,75,Non-Owner,Non-Worker,Not-Young,Women,retired,0,126048.2,2008
1693.11946903818,54818.4,Middle,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,510860,628860,2008
2187.89319382708,17770.8,Low,35-44,Homeowner,Worker,Not-Young,Women,worker,180304,184704,2008
42.8339931109624,29116,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,135000,136000,2008
2076.29266241182,32891.04,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,252223,346223,2008
5245.56554752352,18072,Low,35-44,Homeowner,Worker,Not-Young,Women,inactive,120202,124202,2008
5034.9264269528,7228.8,Low,75,Homeowner,Worker,Not-Young,Women,retired,72121,72521,2008
3553.92253795988,61344.4,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,114192,156029,2008
3311.6949829611,41013.4,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,922307.8,946307.8,2008
39.2846011683704,60240,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,516870,1178582.2,2008
5135.85511520247,14056,Low,35-44,Non-Owner,Worker,Not-Young,Man,worker,0,3700,2008
3669.25828363726,10923.3192,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,202601.4,206101.4,2008
30.9344499629291,26806.8,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,228385,235385,2008
144.922809970269,51583.9136,Middle,75,Homeowner,Non-Worker,Not-Young,Women,inactive,4060000,4199630.6,2008
47066.3136476784,48885.1616,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,420708,440044.2,2008
6008.20665563794,14056,Low,35-44,Homeowner,Worker,Not-Young,Man,worker,9015,30067.6,2008
3931.88982947385,25300.8,Middle,35-44,Homeowner,Worker,Not-Young,Women,inactive,63106,63236,2008
9918.93619348437,5020,Low,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,180304,183304,2008
2075.46397496849,27579.0768,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,189319.3,228319.3,2008
148.888472749021,47133.1816,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,1532581,1854581,2008
127.293528503557,53177.4624,Middle,75,Homeowner,Worker,Not-Young,Man,retired,721215,836215,2008
162.490221776333,46821.3392,Middle,54-65,Homeowner,Worker,Not-Young,Women,inactive,637073,661569.2,2008
398.759646855952,5311.16,Low,75,Homeowner,Non-Worker,Not-Young,Man,retired,1202024,1223054,2008
30.9828266170633,23092,Middle,75,Non-Owner,Worker,Not-Young,Man,retired,0,34000,2008
191.555189393042,43386.0528,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,1117326,991051.4,2008
4873.6096609424,28112,Middle,45-54,Homeowner,Non-Worker,Not-Young,Women,inactive,420708,512308,2008
66.2989123857066,14143.348,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,776705.2,819210.8,2008
172.962871446942,37583.736,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,859446,974507,2008
4383.03920859014,16867.2,Low,35-44,Homeowner,Worker,Not-Young,Man,worker,126314,110889,2008
286.2497550703,12656.424,Low,45-54,Non-Owner,Worker,Not-Young,Women,worker,0,0,2008
3016.89751685332,7028,Low,75,Homeowner,Non-Worker,Not-Young,Man,retired,360607,402658,2008
3441.02877446318,26356.4056,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,931569,1024870,2008
7198.35144177051,30901.112,Middle,35-44,Non-Owner,Non-Worker,Not-Young,Women,capitalist,132577,147565.6,2008
464.896020545956,111771.1032,High,54-65,Homeowner,Worker,Not-Young,Women,capitalist,1254192.4,1800138.2,2008
123.255712008944,39826.4712,Middle,75,Homeowner,Worker,Not-Young,Man,retired,1262125.5,1283027.5,2008
3282.37584117942,34140.016,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,318536,453173,2008
3117.92153612765,9136.4,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,24040,24040,2008
5559.84953685423,13754.8,Low,35-44,Homeowner,Worker,Not-Young,Women,worker,125315,106715,2008
2166.68901822339,52676.4664,Middle,35-44,Homeowner,Worker,Not-Young,Women,capitalist,194127,231890,2008
18574.8952263693,16264.8,Low,45-54,Homeowner,Worker,Not-Young,Man,worker,49332,51332,2008
106.260274405377,40887.9,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,576678,817982,2008
54.095335843944,81324,High,54-65,Non-Owner,Worker,Not-Young,Man,worker,781316,932491.6,2008
1341.33122056532,14562.016,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,15409.14,31274.34,2008
126.197123479019,39356.8,Middle,54-65,Homeowner,Worker,Not-Young,Women,manager,794538.4,806865.2,2008
3860.9016122791,17471.4072,Low,75,Homeowner,Worker,Not-Young,Women,retired,216364,221364,2008
228.934799637554,73492.8,Middle,54-65,Homeowner,Worker,Not-Young,Man,capitalist,1183889,1578900.6,2008
2292.83590683387,22429.36,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,223577,235352.2,2008
248.30370236053,18272.8,Low,75,Homeowner,Worker,Not-Young,Man,retired,210354,226854,2008
2109.08537793927,6024,Low,75,Homeowner,Worker,Not-Young,Women,retired,48081,51081,2008
1810.45127360963,9638.4,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,180304,181804,2008
73.5072051092497,45882.8,Middle,45-54,Homeowner,Non-Worker,Not-Young,Man,capitalist,762500,1105448.6,2008
188.736782963114,27108,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,self-employed,444748.75,814748.75,2008
923.961931135792,24703.0184,Middle,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,96162,99887.8,2008
2297.72227294591,68959.5392,Middle,75,Homeowner,Worker,Not-Young,Women,retired,378769.18,527525.18,2008
44.1422898136187,59690.4104,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,631062,1055124.8,2008
643.759217279466,24096,Middle,54-65,Homeowner,Worker,Not-Young,Man,inactive,273772,274772,2008
272.236572826836,109859.0856,High,45-54,Homeowner,Worker,Not-Young,Women,self-employed,601012,664522.8,2008
3253.16387756274,16264.8,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,293379.8,325379.8,2008
22.1446824658077,12048,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,631063,996069,2008
1506.51651654103,23794.8,Middle,54-65,Homeowner,Worker,Not-Young,Women,worker,100506,79768.6,2008
4673.92910831226,63252,Middle,0-34,Homeowner,Worker,Young,Women,worker,60101,68801,2008
62.241823102533,124798.204,High,75,Homeowner,Worker,Not-Young,Man,retired,1200000,1324000,2008
2203.49872419399,7730.8,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,90000,90500,2008
117.040927309577,34421.7384,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,204506.6,233266.6,2008
75.4787531695889,52509.2,Middle,75,Homeowner,Worker,Not-Young,Man,retired,268798,315798,2008
268.085512348316,141278.2616,High,54-65,Homeowner,Worker,Not-Young,Man,worker,610840,848840,2008
4502.92288028521,36144,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,180304,185304,2008
3968.21212598994,34052.668,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,231390,233190,2008
150.838281900887,36646,Middle,65-75,Homeowner,Worker,Not-Young,Man,inactive,480000,852000,2008
3461.4829282259,10742.8,Low,54-65,Homeowner,Worker,Not-Young,Man,retired,200102.8,201102.8,2008
1604.18745463577,37850.8,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,187816.5,198516.5,2008
4190.02238567421,38152,Middle,54-65,Homeowner,Worker,Not-Young,Man,self-employed,240405,282412,2008
5792.99962007496,27861,Middle,35-44,Homeowner,Non-Worker,Not-Young,Women,inactive,159982,285771.6,2008
3300.86990912606,37582.1296,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,162376.4,159376.4,2008
10232.3754236352,7228.8,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,42259.6,42259.6,2008
3623.74005579851,36646,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,187304,222304,2008
181.497301769314,10702.64,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,114000,121160,2008
1966.12613024857,7590.24,Low,75,Homeowner,Worker,Not-Young,Women,inactive,120202,150202,2008
2449.22761796021,12007.84,Low,54-65,Homeowner,Worker,Not-Young,Man,capitalist,691164,743441,2008
3700.12056433342,12048,Low,0-34,Non-Owner,Worker,Young,Man,worker,0,-3747.2,2008
205.010003227852,11718.2864,Low,75,Homeowner,Worker,Not-Young,Women,retired,240405,243877.6,2008
2416.26574374929,6264.96,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,450759,451059,2008
6239.49845554391,27710.4,Middle,35-44,Non-Owner,Worker,Not-Young,Women,worker,0,3184.4,2008
5436.39784169401,43573.6,Middle,0-34,Non-Owner,Worker,Young,Women,worker,0,-4200,2008
1126.31461484364,25300.8,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,108182,192935.6,2008
1670.41638872592,12228.72,Low,54-65,Homeowner,Worker,Not-Young,Women,retired,132223,135111,2008
1957.26072700589,74374.312,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,739245,756245,2008
201.151862711263,63252,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,270455,314855,2008
2324.67121162602,12048,Low,35-44,Non-Owner,Worker,Not-Young,Man,worker,0,300,2008
1079.93810562849,35140,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,276466,336459,2008
9656.13566855654,114857.6,High,0-34,Homeowner,Worker,Young,Women,worker,624121,738821,2008
53.531345558902,20080,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,470000,617965.6,2008
2110.18071161558,109235.2,High,35-44,Homeowner,Non-Worker,Not-Young,Women,self-employed,378232,480389.4,2008
2108.89802942542,6887.44,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,72121,72621,2008
57.8998736542437,85340,High,75,Homeowner,Worker,Not-Young,Man,retired,180304,882104,2008
7284.65748724092,34442.22,Middle,45-54,Non-Owner,Worker,Not-Young,Women,inactive,0,0,2008
221.693175460894,11224.72,Low,75,Homeowner,Worker,Not-Young,Man,retired,637073,679134,2008
3201.3462698153,10407.8656,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,116202,120202,2008
49.9792276154406,18072,Low,54-65,Non-Owner,Worker,Not-Young,Man,worker,0,500,2008
1597.48738674172,2510,Low,45-54,Non-Owner,Non-Worker,Not-Young,Women,inactive,0,941.6,2008
